policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v3_default,contamination_symmetric_eps_0p005,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p005,normal_contamination_symmetric,750,insufficient,200,102,0.51,0.44118587678458643,0.5784372166878682,0.0392156862745098,0.015354071528489173,0.09652513868491805,0.9607843137254902,0.903474861315082,0.9846459284715108,False,False,false_insufficient
v2,contamination_symmetric_eps_0p005,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p005,normal_contamination_symmetric,2000,insufficient,200,147,0.735,0.6698242380737758,0.7913184585289088,0.027210884353741496,0.010631557432044515,0.06787112288723109,0.9727891156462585,0.9321288771127689,0.9893684425679554,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p005,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p005,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,5,insufficient,200,83,0.415,0.34894285449757567,0.4842608509865596,0.024096385542168676,0.006633166140727599,0.08366309243416317,0.9759036144578314,0.916336907565837,0.9933668338592725,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,8,insufficient,200,60,0.3,0.24074744682371402,0.36679068372719265,0.016666666666666666,0.0029481597947862495,0.08855129727590061,0.9833333333333333,0.9114487027240993,0.9970518402052136,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,15,insufficient,200,46,0.23,0.17709343259068805,0.2930830436530359,0.043478260869565216,0.012005445598556624,0.1453225902621907,0.9565217391304348,0.8546774097378094,0.9879945544014435,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,15,insufficient,200,11,0.055,0.03098534170345884,0.0957869987723084,0.0,0.0,0.2588329669680317,1.0,0.7411670330319684,1.0,False,False,false_insufficient
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,20,acceptable,200,159,0.795,0.7337430194757748,0.8451382379616379,0.08176100628930817,0.048402298802567155,0.13485237747463794,0.9182389937106918,0.8651476225253621,0.9515977011974329,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,20,insufficient,200,41,0.205,0.15486176203836208,0.26625698052422514,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.9512195121951219,0.8386102112962914,0.9865190546348308,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,20,insufficient,200,18,0.09,0.05768744886219316,0.13776571876716542,0.0,0.0,0.17587922364665765,1.0,0.8241207763533425,1.0,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p01,normal_contamination_symmetric,20,acceptable,200,132,0.66,0.5918849552683626,0.7220845402909121,0.09848484848484848,0.05846137974381156,0.1612172005641619,0.9015151515151515,0.8387827994358381,0.9415386202561884,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,30,insufficient,200,55,0.275,0.21779700329307355,0.34068339357669647,0.0,0.0,0.06528490111708637,1.0,0.9347150988829137,1.0,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,30,insufficient,200,25,0.125,0.08611974475712644,0.17801425002582347,0.0,1.3877787807814457e-17,0.13319225093904846,1.0,0.8668077490609515,0.9999999999999999,False,False,false_insufficient
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,40,acceptable,200,140,0.7,0.6332093162728074,0.7592525531762859,0.07142857142857142,0.03925838437386533,0.12648978737134578,0.9285714285714286,0.8735102126286542,0.9607416156261346,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,40,insufficient,200,47,0.235,0.18157433415232588,0.29841368882762537,0.0425531914893617,0.011748275966789345,0.1424852767789945,0.9574468085106383,0.8575147232210055,0.9882517240332106,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,40,insufficient,200,33,0.165,0.11996855328217307,0.2226578153905955,0.030303030303030304,0.00536941053687183,0.1531872538211892,0.9696969696969697,0.846812746178811,0.9946305894631283,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p01,normal_contamination_symmetric,40,acceptable,200,125,0.625,0.5561430369897816,0.6891456314159018,0.08,0.04403303232758284,0.1410118983874114,0.92,0.8589881016125887,0.9559669676724172,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,50,insufficient,200,57,0.285,0.22695003004617292,0.3511534602960517,0.03508771929824561,0.009675664344932881,0.11920781367625805,0.9649122807017544,0.8807921863237419,0.9903243356550672,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,50,insufficient,200,35,0.175,0.12860515066273331,0.23364431148248993,0.0,6.938893903907228e-18,0.09890099232440402,1.0,0.9010990076755959,0.9999999999999999,False,False,false_insufficient
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,80,insufficient,200,74,0.37,0.30612608409859116,0.4387737007594981,0.05405405405405406,0.02121901217287475,0.13090376404552365,0.9459459459459459,0.8690962359544764,0.9787809878271253,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,100,insufficient,5000,2079,0.4158,0.4022086185998205,0.42952066240772724,0.027417027417027416,0.021221839373778542,0.03535541873755943,0.9725829725829725,0.9646445812624406,0.9787781606262215,True,True,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,100,insufficient,5000,1682,0.3364,0.3234338525035358,0.34961733957288693,0.023781212841854936,0.017512569849141943,0.03222013685469259,0.976218787158145,0.9677798631453073,0.982487430150858,True,True,false_insufficient
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,200,insufficient,200,100,0.5,0.43136085960389187,0.5686391403961082,0.03,0.010254524024038925,0.0845193642905276,0.97,0.9154806357094724,0.9897454759759611,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,200,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.033707865168539325,0.011529221151789802,0.09447362440561424,0.9662921348314607,0.9055263755943858,0.9884707788482102,False,False,false_insufficient
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,500,insufficient,200,145,0.725,0.6593166064233035,0.7822029967069265,0.013793103448275862,0.003790752490395701,0.04889254477653414,0.9862068965517241,0.9511074552234658,0.9962092475096044,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,500,insufficient,200,128,0.64,0.5714152816600309,0.7033080269543346,0.015625,0.004295449710144082,0.055180976679817195,0.984375,0.9448190233201829,0.9957045502898559,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p01,normal_contamination_symmetric,500,acceptable,200,4,0.02,0.0078044264163494685,0.050287086905826436,0.25,0.04558726080970055,0.6993581574175981,0.75,0.30064184258240184,0.9544127391902995,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,750,insufficient,200,160,0.8,0.7391448134346212,0.8495479907390189,0.05625,0.029872301755764163,0.10343619645894672,0.94375,0.8965638035410534,0.9701276982442358,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p01,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p01,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p01,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,5,insufficient,200,86,0.43,0.36334322333434416,0.4992951223584731,0.011627906976744186,0.0020555686652495644,0.06296406589291725,0.9883720930232558,0.9370359341070826,0.9979444313347503,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,8,insufficient,200,68,0.34,0.27791545970908793,0.4081150447316374,0.04411764705882353,0.01511661970804156,0.12187195182496394,0.9558823529411765,0.8781280481750362,0.9848833802919585,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,10,insufficient,200,71,0.355,0.2919862754043116,0.42347886924509565,0.056338028169014086,0.022124519301696642,0.13609605799976943,0.9436619718309859,0.8639039420002305,0.9778754806983033,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,15,insufficient,200,81,0.405,0.3393777128250677,0.47420289918661307,0.024691358024691357,0.006797587423664028,0.08562725922196524,0.9753086419753086,0.9143727407780347,0.9932024125763359,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,15,insufficient,200,35,0.175,0.12860515066273331,0.23364431148248993,0.0,6.938893903907228e-18,0.09890099232440402,1.0,0.9010990076755959,0.9999999999999999,False,False,false_insufficient
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,20,acceptable,200,120,0.6,0.53083672039262,0.6653942143319266,0.09166666666666666,0.05195718284856543,0.15670846972670907,0.9083333333333333,0.843291530273291,0.9480428171514347,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,20,insufficient,200,80,0.4,0.33460578566807336,0.46916327960737997,0.0125,0.0022099755204522745,0.06746270077668665,0.9875,0.9325372992233133,0.9977900244795476,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,20,insufficient,200,41,0.205,0.15486176203836208,0.26625698052422514,0.0,-6.938893903907228e-18,0.08566757018443186,1.0,0.9143324298155681,0.9999999999999999,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,20,acceptable,200,103,0.515,0.44610849192745716,0.5833261482812249,0.08737864077669903,0.04665122122451078,0.15777746275058724,0.912621359223301,0.8422225372494128,0.9533487787754893,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,30,insufficient,200,87,0.435,0.36815725502699076,0.504292637402054,0.0,0.0,0.04228750694412034,1.0,0.9577124930558795,0.9999999999999999,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,30,insufficient,200,47,0.235,0.18157433415232588,0.29841368882762537,0.0,-6.938893903907228e-18,0.07555760416399632,1.0,0.9244423958360037,1.0,False,False,false_insufficient
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,insufficient,200,98,0.49,0.42156278331213176,0.5588141232154135,0.030612244897959183,0.010464891082493703,0.0861702016847983,0.9693877551020408,0.9138297983152016,0.9895351089175063,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,40,insufficient,200,69,0.345,0.2825979437674894,0.4132441074094632,0.028985507246376812,0.007985202692364197,0.09966583763065553,0.9710144927536232,0.9003341623693445,0.9920147973076358,False,False,false_insufficient
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,insufficient,200,116,0.58,0.5107207393958046,0.6462640083838327,0.008620689655172414,0.0015233877766386086,0.04721983412817875,0.9913793103448276,0.9527801658718213,0.9984766122233615,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,50,insufficient,200,71,0.355,0.2919862754043116,0.42347886924509565,0.014084507042253521,0.002490603270544213,0.07556050520249005,0.9859154929577465,0.92443949479751,0.9975093967294558,False,False,false_insufficient
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,38,0.19,0.14167171527790676,0.25001238707599854,0.07894736842105263,0.027214595506987724,0.20799371457771454,0.9210526315789473,0.7920062854222853,0.9727854044930122,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,insufficient,200,137,0.685,0.6176504391426966,0.745376790097715,0.021897810218978103,0.007474758336188016,0.06240139108103243,0.9781021897810219,0.9375986089189676,0.992525241663812,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,insufficient,200,103,0.515,0.44610849192745716,0.5833261482812249,0.02912621359223301,0.00995436781664455,0.08215836566082022,0.970873786407767,0.9178416343391798,0.9900456321833555,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,80,acceptable,200,36,0.18,0.13294625859420173,0.23911475028724882,0.08333333333333333,0.02874861133599338,0.2182669124927263,0.9166666666666666,0.7817330875072737,0.9712513886640066,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,insufficient,5000,3659,0.7318,0.7193457452841198,0.7438983480941518,0.03580213172998087,0.030252351062762355,0.04232558107254925,0.9641978682700191,0.9576744189274506,0.9697476489372376,True,True,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,100,insufficient,5000,2730,0.546,0.5321696766113067,0.5597596948097481,0.04542124542124542,0.03822847480237089,0.053891519211229214,0.9545787545787546,0.9461084807887709,0.9617715251976292,True,True,false_insufficient
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.5,0.09453120573423074,0.9054687942657693,0.5,0.09453120573423074,0.9054687942657693,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,200,acceptable,200,2,0.01,0.0027466581335444384,0.0357217617161768,0.5,0.09453120573423074,0.9054687942657693,0.5,0.09453120573423074,0.9054687942657693,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,insufficient,200,183,0.915,0.8681041292843443,0.9462542498225244,0.04918032786885246,0.02608669616848347,0.09081165689808453,0.9508196721311475,0.9091883431019155,0.9739133038315165,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,insufficient,200,111,0.555,0.4857330241280342,0.6221939899704665,0.06306306306306306,0.0308806575864322,0.12447664110959537,0.9369369369369369,0.8755233588904047,0.9691193424135679,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.015,0.00511423779325831,0.04316572879269026,0.985,0.9568342712073097,0.9948857622067417,True,False,false_insufficient
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,insufficient,200,72,0.36,0.2966919730456654,0.42858471833996925,0.041666666666666664,0.014270807466925182,0.11549276741316111,0.9583333333333334,0.8845072325868389,0.9857291925330748,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p025,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,insufficient,200,86,0.43,0.36334322333434416,0.4992951223584731,0.03488372093023256,0.01193379807740838,0.09760871102560764,0.9651162790697675,0.9023912889743924,0.9880662019225916,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,5,acceptable,200,87,0.435,0.36815725502699076,0.504292637402054,0.06896551724137931,0.031988839442576765,0.14239694240580283,0.9310344827586207,0.8576030575941972,0.9680111605574232,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,113,0.565,0.49570736259794607,0.6318427449730093,0.08849557522123894,0.04877938009471883,0.1552702702719496,0.911504424778761,0.8447297297280504,0.9512206199052812,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,insufficient,200,87,0.435,0.36815725502699076,0.504292637402054,0.022988505747126436,0.006327085105926007,0.0799931801396141,0.9770114942528736,0.9200068198603859,0.9936729148940739,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,8,acceptable,200,86,0.43,0.36334322333434416,0.4992951223584731,0.09302325581395349,0.04789228421527053,0.1729574112498685,0.9069767441860465,0.8270425887501315,0.9521077157847294,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,insufficient,200,73,0.365,0.301405264649268,0.433682973472594,0.0136986301369863,0.0024222514664838588,0.07359737270963818,0.9863013698630136,0.9264026272903616,0.997577748533516,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,insufficient,200,104,0.52,0.4510378507281424,0.588208336216767,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.9903846153846154,0.9475322752920542,0.9983006271503486,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,15,insufficient,200,44,0.22,0.16816538358833258,0.28238799918293667,0.0,0.0,0.08029560375848066,1.0,0.9197043962415192,1.0,False,False,false_insufficient
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,20,insufficient,200,124,0.62,0.5510671801561923,0.6844099415132637,0.03225806451612903,0.012614619069790334,0.08001150495858558,0.967741935483871,0.9199884950414144,0.9873853809302097,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,20,insufficient,200,74,0.37,0.30612608409859116,0.4387737007594981,0.0,-3.469446951953614e-18,0.04934977939638607,1.0,0.950650220603614,1.0000000000000002,False,False,false_insufficient
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,30,acceptable,200,56,0.28,0.22236889773949026,0.3459230458665071,0.10714285714285714,0.05003935571117074,0.21468445171071482,0.8928571428571429,0.7853155482892853,0.9499606442888293,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,30,insufficient,200,144,0.72,0.6540769541334929,0.7776311022605097,0.013888888888888888,0.0038171346628682636,0.04922251255952857,0.9861111111111112,0.9507774874404714,0.9961828653371317,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,30,insufficient,200,93,0.465,0.3971856415700402,0.5341335312763685,0.010752688172043012,0.0019006420286555546,0.058419172354870236,0.989247311827957,0.94158082764513,0.9980993579713445,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,30,acceptable,200,48,0.24,0.1860661599241369,0.30373340979204166,0.125,0.058570514385719794,0.24700458286386834,0.875,0.7529954171361317,0.9414294856142802,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,40,acceptable,200,44,0.22,0.16816538358833258,0.28238799918293667,0.09090909090909091,0.03592219322731624,0.21159239166598612,0.9090909090909091,0.7884076083340138,0.9640778067726837,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,40,insufficient,200,148,0.74,0.6750925439746589,0.7958616993642531,0.006756756756756757,0.0011937308904065753,0.03727704557646182,0.9932432432432432,0.962722954423538,0.9988062691095932,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,40,insufficient,200,96,0.48,0.411791663783233,0.5489621492718576,0.0,3.469446951953614e-18,0.038475587857675686,1.0,0.9615244121423243,1.0,False,False,false_insufficient
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,50,insufficient,200,149,0.745,0.6803707417954529,0.8003950482796865,0.03355704697986577,0.014417106348108083,0.07614378549035719,0.9664429530201343,0.9238562145096428,0.9855828936518919,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,50,insufficient,200,104,0.52,0.4510378507281424,0.588208336216767,0.038461538461538464,0.015056813343976884,0.09474751376905566,0.9615384615384616,0.9052524862309445,0.9849431866560231,False,False,false_insufficient
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,80,insufficient,200,178,0.89,0.839073090026985,0.926227555398747,0.02247191011235955,0.0087727741610624,0.056346912501650026,0.9775280898876404,0.9436530874983499,0.9912272258389375,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,80,insufficient,200,125,0.625,0.5561430369897816,0.6891456314159018,0.032,0.01251313913869348,0.07939406937230009,0.968,0.9206059306276999,0.9874868608613065,False,False,false_insufficient
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,100,acceptable,5000,116,0.0232,0.019378981328847723,0.02775309924595875,0.06896551724137931,0.03535749065073652,0.13020673909033134,0.9310344827586207,0.8697932609096686,0.9646425093492634,False,True,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,100,insufficient,5000,4613,0.9226,0.914864343361008,0.9296867949550298,0.039670496423151964,0.03441035703645626,0.0456966733044047,0.960329503576848,0.9543033266955953,0.9655896429635437,True,True,false_insufficient
