policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,10,insufficient,200,55,0.275,0.21779700329307355,0.34068339357669647,0.03636363636363636,0.01002954128933356,0.12323463974651017,0.9636363636363636,0.8767653602534898,0.9899704587106665,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,15,insufficient,200,49,0.245,0.1905686808903718,0.30904243556203415,0.04081632653061224,0.011265633366185787,0.13713032306080064,0.9591836734693877,0.8628696769391992,0.9887343666338142,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,15,insufficient,200,12,0.06,0.03465219425433187,0.1019316929576627,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7575059933447592,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,15,insufficient,200,12,0.06,0.03465219425433187,0.1019316929576627,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7575059933447592,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,20,insufficient,200,40,0.2,0.15045200926098115,0.2608551865653788,0.0,0.0,0.08762160119728664,1.0,0.9123783988027135,1.0000000000000002,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,20,insufficient,200,11,0.055,0.03098534170345884,0.0957869987723084,0.0,0.0,0.2588329669680317,1.0,0.7411670330319684,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,20,insufficient,200,11,0.055,0.03098534170345884,0.0957869987723084,0.0,0.0,0.2588329669680317,1.0,0.7411670330319684,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,30,insufficient,200,34,0.17,0.12427907912586969,0.22815883628312625,0.029411764705882353,0.0052109062762689395,0.1491557329268593,0.9705882352941176,0.8508442670731406,0.9947890937237309,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,30,insufficient,200,18,0.09,0.05768744886219316,0.13776571876716542,0.0,0.0,0.17587922364665765,1.0,0.8241207763533425,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,30,insufficient,200,18,0.09,0.05768744886219316,0.13776571876716542,0.0,0.0,0.17587922364665765,1.0,0.8241207763533425,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,40,insufficient,200,41,0.205,0.15486176203836208,0.26625698052422514,0.0,-6.938893903907228e-18,0.08566757018443186,1.0,0.9143324298155681,0.9999999999999999,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,40,insufficient,200,39,0.195,0.1460552053440051,0.25544044374612745,0.0,-6.938893903907228e-18,0.08966685370757144,1.0,0.9103331462924287,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,40,insufficient,200,39,0.195,0.1460552053440051,0.25544044374612745,0.0,-6.938893903907228e-18,0.08966685370757144,1.0,0.9103331462924287,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,50,insufficient,200,48,0.24,0.1860661599241369,0.30373340979204166,0.0,6.938893903907228e-18,0.07410012966611748,1.0,0.9258998703338824,0.9999999999999999,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,50,insufficient,200,43,0.215,0.1637187625450758,0.27702307348996613,0.0,0.0,0.08200980322579117,1.0,0.9179901967742088,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,50,insufficient,200,43,0.215,0.1637187625450758,0.27702307348996613,0.0,0.0,0.08200980322579117,1.0,0.9179901967742088,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,acceptable,200,128,0.64,0.5714152816600309,0.7033080269543346,0.0703125,0.03742976830393997,0.12823480349360633,0.9296875,0.8717651965063937,0.96257023169606,False,False,false_safe
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,insufficient,200,62,0.31,0.2499894483607809,0.37717177566258037,0.016129032258064516,0.002852867168621827,0.08586720260689992,0.9838709677419355,0.9141327973931,0.9971471328313782,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,insufficient,200,62,0.31,0.2499894483607809,0.37717177566258037,0.016129032258064516,0.002852867168621827,0.08586720260689992,0.9838709677419355,0.9141327973931,0.9971471328313782,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,80,insufficient,200,62,0.31,0.2499894483607809,0.37717177566258037,0.016129032258064516,0.002852867168621827,0.08586720260689992,0.9838709677419355,0.9141327973931,0.9971471328313782,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,acceptable,5000,2711,0.5422,0.5283632782389289,0.5559719277169084,0.08188860199188491,0.07214907599254508,0.09281137035898254,0.918111398008115,0.9071886296410174,0.9278509240074548,True,True,false_safe
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,insufficient,5000,2011,0.4022,0.38868875808366476,0.41586140441678854,0.018896071606166086,0.013797730551680102,0.02582894005863486,0.9811039283938339,0.9741710599413651,0.9862022694483199,True,True,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,insufficient,5000,1988,0.3976,0.38411831298225696,0.4112389123760909,0.019114688128772636,0.01395771534751223,0.02612652854003377,0.9808853118712274,0.9738734714599663,0.9860422846524878,True,True,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,100,insufficient,5000,1988,0.3976,0.38411831298225696,0.4112389123760909,0.019114688128772636,0.01395771534751223,0.02612652854003377,0.9808853118712274,0.9738734714599663,0.9860422846524878,True,True,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,acceptable,200,48,0.24,0.1860661599241369,0.30373340979204166,0.16666666666666666,0.08695513576485567,0.295778284012556,0.8333333333333334,0.7042217159874441,0.9130448642351444,False,False,false_safe
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,insufficient,200,136,0.68,0.6124810156588646,0.7407346668453195,0.007352941176470588,0.001299156036095813,0.04047285399552214,0.9926470588235294,0.9595271460044779,0.9987008439639042,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,insufficient,200,136,0.68,0.6124810156588646,0.7407346668453195,0.007352941176470588,0.001299156036095813,0.04047285399552214,0.9926470588235294,0.9595271460044779,0.9987008439639042,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,200,insufficient,200,136,0.68,0.6124810156588646,0.7407346668453195,0.007352941176470588,0.001299156036095813,0.04047285399552214,0.9926470588235294,0.9595271460044779,0.9987008439639042,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,acceptable,200,11,0.055,0.03098534170345884,0.0957869987723084,0.2727272727272727,0.09746059290024889,0.5656453011761291,0.7272727272727273,0.43435469882387084,0.902539407099751,False,False,false_safe
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,insufficient,200,140,0.7,0.6332093162728074,0.7592525531762859,0.0,1.734723475976807e-18,0.026706200369412993,1.0,0.9732937996305869,0.9999999999999999,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,insufficient,200,145,0.725,0.6593166064233035,0.7822029967069265,0.0,1.734723475976807e-18,0.02580906456528246,1.0,0.9741909354347176,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,500,insufficient,200,145,0.725,0.6593166064233035,0.7822029967069265,0.0,1.734723475976807e-18,0.02580906456528246,1.0,0.9741909354347176,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,750,acceptable,200,3,0.015,0.00511423779325831,0.04316572879269026,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.3333333333333333,0.06149194472039621,0.7923403991979522,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,750,insufficient,200,166,0.83,0.7718411637168737,0.8757209208741302,0.060240963855421686,0.03304743761879114,0.10732735064691815,0.9397590361445783,0.8926726493530818,0.9669525623812089,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,750,insufficient,200,166,0.83,0.7718411637168737,0.8757209208741302,0.060240963855421686,0.03304743761879114,0.10732735064691815,0.9397590361445783,0.8926726493530818,0.9669525623812089,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,2000,insufficient,200,193,0.965,0.9295293884777092,0.9829444579914328,0.06217616580310881,0.03592166221486093,0.1055193684882052,0.9378238341968912,0.8944806315117948,0.964078337785139,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p005,normal_contamination_asymmetric,2000,insufficient,200,193,0.965,0.9295293884777092,0.9829444579914328,0.06217616580310881,0.03592166221486093,0.1055193684882052,0.9378238341968912,0.8944806315117948,0.964078337785139,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,5,insufficient,200,79,0.395,0.32984101013207967,0.46411650840714636,0.02531645569620253,0.006970367306584818,0.08768584628891136,0.9746835443037974,0.9123141537110886,0.9930296326934152,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,10,insufficient,200,56,0.28,0.22236889773949026,0.3459230458665071,0.05357142857142857,0.018385781382109126,0.14607309068821533,0.9464285714285714,0.8539269093117847,0.9816142186178909,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,acceptable,200,146,0.73,0.6645656480133157,0.7867655018531416,0.11643835616438356,0.07398186903449244,0.1785614465373122,0.8835616438356164,0.8214385534626878,0.9260181309655076,False,False,false_safe
v2,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,insufficient,200,54,0.27,0.21323449814685846,0.33543435198668425,0.018518518518518517,0.003276487718229061,0.09771437488781931,0.9814814814814815,0.9022856251121808,0.9967235122817709,False,False,false_insufficient
v3_default,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,insufficient,200,21,0.105,0.06970748792681017,0.1551803199112304,0.0,-1.3877787807814457e-17,0.154639018924847,1.0,0.8453609810751531,1.0,False,False,false_insufficient
v3_scenario_context,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,15,insufficient,200,21,0.105,0.06970748792681017,0.1551803199112304,0.0,-1.3877787807814457e-17,0.154639018924847,1.0,0.8453609810751531,1.0,False,False,false_insufficient
v2,contamination_asymmetric_eps_0p01,normal_contamination_asymmetric,20,acceptable,200,156,0.78,0.7176120008170632,0.8318346164116674,0.08333333333333333,0.049345650854239156,0.13734845867693996,0.9166666666666666,0.86265154132306,0.9506543491457609,False,False,false_safe
