policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper
v2,student_t_df_10,student_t,200,caution,200,126,0.63,0.5612262992405018,0.6938739159014088,0.06349206349206349,0.032520539972782904,0.12029242901961257,0.9365079365079365,0.8797075709803873,0.9674794600272171
v2,student_t_df_10,student_t,200,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,200,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_10,student_t,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,200,caution,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_10,student_t,200,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_10,student_t,200,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,student_t_df_10,student_t,200,acceptable,200,82,0.41,0.34415674908482885,0.4792354096630791,0.024390243902439025,0.006714370331163358,0.08463378391063939,0.975609756097561,0.9153662160893606,0.9932856296688367
v3_oracle_simulation_truth,student_t_df_10,student_t,200,caution,200,118,0.59,0.5207645903369208,0.6558432509151711,0.06779661016949153,0.0347511750251653,0.12809535531631283,0.9322033898305084,0.8719046446836871,0.9652488249748348
v3_oracle_simulation_truth,student_t_df_10,student_t,200,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_10,student_t,500,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v2,student_t_df_10,student_t,500,acceptable,200,20,0.1,0.06567044866909588,0.1494058124327174,0.05,0.008881448800795402,0.23613119344674205,0.95,0.763868806553258,0.9911185511992047
v2,student_t_df_10,student_t,500,caution,200,180,0.9,0.8505941875672826,0.9343295513309041,0.03333333333333333,0.015364790984832809,0.0708043404086727,0.9666666666666667,0.9291956595913273,0.9846352090151671
v2,student_t_df_10,student_t,500,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,500,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_default,student_t_df_10,student_t,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,500,caution,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_default,student_t_df_10,student_t,500,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_10,student_t,500,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_oracle_simulation_truth,student_t_df_10,student_t,500,acceptable,200,72,0.36,0.2966919730456654,0.42858471833996925,0.05555555555555555,0.02181421598131665,0.13432015965997918,0.9444444444444444,0.8656798403400208,0.9781857840186834
v3_oracle_simulation_truth,student_t_df_10,student_t,500,caution,200,128,0.64,0.5714152816600309,0.7033080269543346,0.0234375,0.008002416396755481,0.06664374505143222,0.9765625,0.9333562549485678,0.9919975836032445
v3_oracle_simulation_truth,student_t_df_10,student_t,500,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_10,student_t,750,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v2,student_t_df_10,student_t,750,acceptable,200,15,0.075,0.04597491718438201,0.12004361023629456,0.0,0.0,0.20388330103584862,1.0,0.7961166989641515,1.0
v2,student_t_df_10,student_t,750,caution,200,185,0.925,0.8799563897637055,0.954025082815618,0.05405405405405406,0.0296228075522613,0.09662838204128929,0.9459459459459459,0.9033716179587108,0.9703771924477387
v2,student_t_df_10,student_t,750,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,750,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_10,student_t,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,750,caution,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_10,student_t,750,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_10,student_t,750,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,student_t_df_10,student_t,750,acceptable,200,94,0.47,0.40204754873265425,0.5390831708499817,0.02127659574468085,0.005854336239172753,0.07429020489102965,0.9787234042553191,0.9257097951089703,0.9941456637608272
v3_oracle_simulation_truth,student_t_df_10,student_t,750,caution,200,106,0.53,0.4609168291500183,0.5979524512673458,0.07547169811320754,0.0387368379201063,0.14190040992529462,0.9245283018867925,0.8580995900747054,0.9612631620798936
v3_oracle_simulation_truth,student_t_df_10,student_t,750,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_10,student_t,2000,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,student_t_df_10,student_t,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_10,student_t,2000,caution,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,student_t_df_10,student_t,2000,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,2000,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,student_t_df_10,student_t,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_10,student_t,2000,caution,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,student_t_df_10,student_t,2000,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_10,student_t,2000,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,student_t_df_10,student_t,2000,acceptable,200,71,0.355,0.2919862754043116,0.42347886924509565,0.04225352112676056,0.014473260620475319,0.11702416040484681,0.9577464788732394,0.882975839595153,0.9855267393795246
v3_oracle_simulation_truth,student_t_df_10,student_t,2000,caution,200,129,0.645,0.5765211307549043,0.7080137245956883,0.046511627906976744,0.02148858600006069,0.09776227861199167,0.9534883720930233,0.9022377213880084,0.9785114139999394
v3_oracle_simulation_truth,student_t_df_10,student_t,2000,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,5,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v2,student_t_df_3,student_t,5,acceptable,200,112,0.56,0.4907167533465867,0.6270218074881414,0.044642857142857144,0.01921725792663493,0.10026896886647468,0.9553571428571429,0.8997310311335255,0.9807827420733651
v2,student_t_df_3,student_t,5,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,5,insufficient,200,88,0.44,0.37297819251185865,0.5092832466534134,0.022727272727272728,0.006254928263812166,0.07912545355267586,0.9772727272727273,0.9208745464473241,0.9937450717361879
v3_default,student_t_df_3,student_t,5,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_default,student_t_df_3,student_t,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,5,caution,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_default,student_t_df_3,student_t,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_3,student_t,5,all,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328
v3_oracle_simulation_truth,student_t_df_3,student_t,5,acceptable,200,80,0.4,0.33460578566807336,0.46916327960737997,0.0375,0.012834568919911402,0.10454720090045115,0.9625,0.8954527990995489,0.9871654310800886
v3_oracle_simulation_truth,student_t_df_3,student_t,5,caution,200,120,0.6,0.53083672039262,0.6653942143319266,0.03333333333333333,0.0130375510983506,0.082580337559106,0.9666666666666667,0.917419662440894,0.9869624489016494
v3_oracle_simulation_truth,student_t_df_3,student_t,5,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,8,all,200,200,1.0,0.9811546736227335,1.0,0.005,0.0008831687156009814,0.02777370439789293,0.995,0.9722262956021069,0.9991168312843989
v2,student_t_df_3,student_t,8,acceptable,200,109,0.545,0.47578611372488105,0.6125178069011651,0.0,0.0,0.034042973751325124,1.0,0.9659570262486751,1.0000000000000002
v2,student_t_df_3,student_t,8,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,8,insufficient,200,91,0.455,0.387482193098835,0.524213886275119,0.01098901098901099,0.0019424713318492125,0.05964935668650616,0.989010989010989,0.9403506433134939,0.9980575286681509
v3_default,student_t_df_3,student_t,8,all,200,200,1.0,0.9811546736227335,1.0,0.005,0.0008831687156009814,0.02777370439789293,0.995,0.9722262956021069,0.9991168312843989
v3_default,student_t_df_3,student_t,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,8,caution,200,200,1.0,0.9811546736227335,1.0,0.005,0.0008831687156009814,0.02777370439789293,0.995,0.9722262956021069,0.9991168312843989
v3_default,student_t_df_3,student_t,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_3,student_t,8,all,200,200,1.0,0.9811546736227335,1.0,0.005,0.0008831687156009814,0.02777370439789293,0.995,0.9722262956021069,0.9991168312843989
v3_oracle_simulation_truth,student_t_df_3,student_t,8,acceptable,200,74,0.37,0.30612608409859116,0.4387737007594981,0.0,-3.469446951953614e-18,0.04934977939638607,1.0,0.950650220603614,1.0000000000000002
v3_oracle_simulation_truth,student_t_df_3,student_t,8,caution,200,126,0.63,0.5612262992405018,0.6938739159014088,0.007936507936507936,0.0014023650608123127,0.04358679998516077,0.9920634920634921,0.9564132000148392,0.9985976349391875
v3_oracle_simulation_truth,student_t_df_3,student_t,8,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,10,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v2,student_t_df_3,student_t,10,acceptable,200,111,0.555,0.4857330241280342,0.6221939899704665,0.07207207207207207,0.03697008426552741,0.13580252785944805,0.9279279279279279,0.8641974721405519,0.9630299157344726
v2,student_t_df_3,student_t,10,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,10,insufficient,200,89,0.445,0.3778060100295335,0.5142669758719658,0.02247191011235955,0.006184398702128599,0.07827634674822494,0.9775280898876404,0.921723653251775,0.9938156012978714
v3_default,student_t_df_3,student_t,10,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_3,student_t,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,10,caution,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_3,student_t,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_oracle_simulation_truth,student_t_df_3,student_t,10,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,student_t_df_3,student_t,10,acceptable,200,69,0.345,0.2825979437674894,0.4132441074094632,0.057971014492753624,0.02277238888037121,0.13979243357661653,0.9420289855072463,0.8602075664233835,0.9772276111196287
v3_oracle_simulation_truth,student_t_df_3,student_t,10,caution,200,131,0.655,0.5867558925905368,0.7174020562325106,0.04580152671755725,0.02115788476371245,0.096324223181733,0.9541984732824428,0.903675776818267,0.9788421152362876
v3_oracle_simulation_truth,student_t_df_3,student_t,10,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,15,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v2,student_t_df_3,student_t,15,acceptable,200,104,0.52,0.4510378507281424,0.588208336216767,0.04807692307692308,0.020708042325852223,0.10764202797232547,0.9519230769230769,0.8923579720276744,0.9792919576741477
v2,student_t_df_3,student_t,15,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,15,insufficient,200,96,0.48,0.411791663783233,0.5489621492718576,0.052083333333333336,0.02244960047424143,0.11618478031492638,0.9479166666666666,0.8838152196850738,0.9775503995257587
v3_default,student_t_df_3,student_t,15,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_3,student_t,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,15,caution,200,193,0.965,0.9295293884777092,0.9829444579914328,0.05181347150259067,0.028384343864107146,0.09273576448873569,0.9481865284974094,0.9072642355112643,0.9716156561358928
v3_default,student_t_df_3,student_t,15,insufficient,200,7,0.035,0.017055542008567192,0.07047061152229073,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.6456695649333126,1.0
v3_oracle_simulation_truth,student_t_df_3,student_t,15,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,student_t_df_3,student_t,15,acceptable,200,77,0.385,0.32033309726923215,0.45400132779753916,0.05194805194805195,0.020384718503645788,0.12609283142476915,0.948051948051948,0.8739071685752308,0.9796152814963542
v3_oracle_simulation_truth,student_t_df_3,student_t,15,caution,200,123,0.615,0.5459986722024608,0.6796669027307678,0.04878048780487805,0.022545774253251702,0.1023460313754423,0.9512195121951219,0.8976539686245577,0.9774542257467482
v3_oracle_simulation_truth,student_t_df_3,student_t,15,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,20,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,student_t_df_3,student_t,20,acceptable,200,92,0.46,0.39233051799971463,0.5291771081104667,0.06521739130434782,0.030230203323134093,0.13505796127305872,0.9347826086956522,0.8649420387269413,0.9697697966768659
v2,student_t_df_3,student_t,20,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,20,insufficient,200,108,0.54,0.4708228918895333,0.6076694820002854,0.027777777777777776,0.009491339899289714,0.07850338875023635,0.9722222222222222,0.9214966112497636,0.9905086601007103
v3_default,student_t_df_3,student_t,20,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,student_t_df_3,student_t,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,20,caution,200,180,0.9,0.8505941875672826,0.9343295513309041,0.05,0.026525138483007187,0.09228080964644456,0.95,0.9077191903535553,0.9734748615169928
v3_default,student_t_df_3,student_t,20,insufficient,200,20,0.1,0.06567044866909588,0.1494058124327174,0.0,0.0,0.16112515805281938,1.0,0.8388748419471806,1.0
v3_oracle_simulation_truth,student_t_df_3,student_t,20,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_oracle_simulation_truth,student_t_df_3,student_t,20,acceptable,200,65,0.325,0.2639157153923429,0.3926801488397004,0.046153846153846156,0.015819840413512566,0.12713847263338832,0.9538461538461539,0.8728615273666118,0.9841801595864874
v3_oracle_simulation_truth,student_t_df_3,student_t,20,caution,200,135,0.675,0.6073198511602996,0.7360842846076571,0.044444444444444446,0.02052610893950682,0.0935713584542381,0.9555555555555556,0.906428641545762,0.9794738910604933
v3_oracle_simulation_truth,student_t_df_3,student_t,20,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,30,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v2,student_t_df_3,student_t,30,acceptable,200,80,0.4,0.33460578566807336,0.46916327960737997,0.0375,0.012834568919911402,0.10454720090045115,0.9625,0.8954527990995489,0.9871654310800886
v2,student_t_df_3,student_t,30,caution,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,30,insufficient,200,120,0.6,0.53083672039262,0.6653942143319266,0.016666666666666666,0.004582564565921141,0.0587359629721589,0.9833333333333333,0.941264037027841,0.9954174354340789
v3_default,student_t_df_3,student_t,30,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_default,student_t_df_3,student_t,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,30,caution,200,185,0.925,0.8799563897637055,0.954025082815618,0.021621621621621623,0.008439587582239266,0.054266233981751344,0.9783783783783784,0.9457337660182488,0.9915604124177608
v3_default,student_t_df_3,student_t,30,insufficient,200,15,0.075,0.04597491718438201,0.12004361023629456,0.06666666666666667,0.011866895493268553,0.2981652987378003,0.9333333333333333,0.7018347012621998,0.9881331045067315
v3_oracle_simulation_truth,student_t_df_3,student_t,30,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_oracle_simulation_truth,student_t_df_3,student_t,30,acceptable,200,62,0.31,0.2499894483607809,0.37717177566258037,0.03225806451612903,0.008891371499816635,0.11020469594985441,0.967741935483871,0.8897953040501456,0.9911086285001833
v3_oracle_simulation_truth,student_t_df_3,student_t,30,caution,200,138,0.69,0.6228282243374195,0.750010551639219,0.021739130434782608,0.007420393841889743,0.06196311999474526,0.9782608695652174,0.9380368800052548,0.9925796061581103
v3_oracle_simulation_truth,student_t_df_3,student_t,30,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,40,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v2,student_t_df_3,student_t,40,acceptable,200,58,0.29,0.23154025607067882,0.3563747810077731,0.08620689655172414,0.037385383126191135,0.18643629062873543,0.9137931034482759,0.8135637093712647,0.962614616873809
v2,student_t_df_3,student_t,40,caution,200,32,0.16,0.1156741203158702,0.21714070162067106,0.03125,0.005537860164003122,0.15744263820012558,0.96875,0.8425573617998744,0.9944621398359969
v2,student_t_df_3,student_t,40,insufficient,200,110,0.55,0.48075615138475697,0.6173593159775166,0.05454545454545454,0.025235827051103485,0.11391786075998823,0.9454545454545454,0.8860821392400117,0.9747641729488964
v3_default,student_t_df_3,student_t,40,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_default,student_t_df_3,student_t,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,40,caution,200,179,0.895,0.8448196800887696,0.9302925120731899,0.061452513966480445,0.03465718909747408,0.1066754112184963,0.9385474860335196,0.8933245887815037,0.9653428109025258
v3_default,student_t_df_3,student_t,40,insufficient,200,21,0.105,0.06970748792681017,0.1551803199112304,0.047619047619047616,0.008455987809826399,0.22669360074122563,0.9523809523809523,0.7733063992587743,0.9915440121901737
v3_oracle_simulation_truth,student_t_df_3,student_t,40,all,200,200,1.0,0.9811546736227335,1.0,0.06,0.03465219425433187,0.1019316929576627,0.94,0.8980683070423372,0.9653478057456681
v3_oracle_simulation_truth,student_t_df_3,student_t,40,acceptable,200,44,0.22,0.16816538358833258,0.28238799918293667,0.06818181818181818,0.023459395907381622,0.18225044370221527,0.9318181818181818,0.8177495562977846,0.9765406040926183
v3_oracle_simulation_truth,student_t_df_3,student_t,40,caution,200,156,0.78,0.7176120008170632,0.8318346164116674,0.057692307692307696,0.03064574216379553,0.10599877410776384,0.9423076923076923,0.8940012258922361,0.9693542578362044
v3_oracle_simulation_truth,student_t_df_3,student_t,40,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,50,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v2,student_t_df_3,student_t,50,acceptable,200,41,0.205,0.15486176203836208,0.26625698052422514,0.04878048780487805,0.013480945365169042,0.16138978870370846,0.9512195121951219,0.8386102112962914,0.9865190546348308
v2,student_t_df_3,student_t,50,caution,200,33,0.165,0.11996855328217307,0.2226578153905955,0.06060606060606061,0.016780883087191875,0.1960624480864781,0.9393939393939394,0.8039375519135219,0.9832191169128082
v2,student_t_df_3,student_t,50,insufficient,200,126,0.63,0.5612262992405018,0.6938739159014088,0.047619047619047616,0.02200448838795111,0.10000167947689512,0.9523809523809523,0.8999983205231048,0.9779955116120489
v3_default,student_t_df_3,student_t,50,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_default,student_t_df_3,student_t,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,50,caution,200,182,0.91,0.8622342812328346,0.9423125511378069,0.04945054945054945,0.02623122405108992,0.09129615094529059,0.9505494505494505,0.9087038490547094,0.9737687759489101
v3_default,student_t_df_3,student_t,50,insufficient,200,18,0.09,0.05768744886219316,0.13776571876716542,0.05555555555555555,0.009875190978303097,0.25757300781872594,0.9444444444444444,0.7424269921812741,0.990124809021697
v3_oracle_simulation_truth,student_t_df_3,student_t,50,all,200,200,1.0,0.9811546736227335,1.0,0.05,0.02738264560076393,0.08957814813877599,0.95,0.9104218518612239,0.972617354399236
v3_oracle_simulation_truth,student_t_df_3,student_t,50,acceptable,200,37,0.185,0.13730192800616042,0.2445706276115175,0.05405405405405406,0.014950976833157673,0.17704654350813104,0.9459459459459459,0.822953456491869,0.9850490231668423
v3_oracle_simulation_truth,student_t_df_3,student_t,50,caution,200,163,0.815,0.7554293723884824,0.8626980719938395,0.049079754601226995,0.02507639118181778,0.09384763981708341,0.950920245398773,0.9061523601829166,0.9749236088181822
v3_oracle_simulation_truth,student_t_df_3,student_t,50,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,80,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v2,student_t_df_3,student_t,80,acceptable,200,16,0.08,0.049840585889759974,0.12598948826714396,0.0,0.0,0.1936076805344365,1.0,0.8063923194655637,1.0000000000000002
v2,student_t_df_3,student_t,80,caution,200,119,0.595,0.525797100813387,0.6606222871749323,0.025210084033613446,0.008610231289265309,0.07150489364635793,0.9747899159663865,0.9284951063536421,0.9913897687107348
v2,student_t_df_3,student_t,80,insufficient,200,65,0.325,0.2639157153923429,0.3926801488397004,0.03076923076923077,0.008478997236440126,0.10542705523577942,0.9692307692307692,0.8945729447642206,0.9915210027635599
v3_default,student_t_df_3,student_t,80,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_default,student_t_df_3,student_t,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v3_default,student_t_df_3,student_t,80,caution,200,170,0.85,0.7939442071583334,0.89286406437758,0.023529411764705882,0.00918729517494667,0.05892913056736028,0.9764705882352941,0.9410708694326396,0.9908127048250533
v3_default,student_t_df_3,student_t,80,insufficient,200,30,0.15,0.10713593562241995,0.20605579284166659,0.03333333333333333,0.005908590381612455,0.16670390991409173,0.9666666666666667,0.8332960900859082,0.9940914096183874
v3_oracle_simulation_truth,student_t_df_3,student_t,80,all,200,200,1.0,0.9811546736227335,1.0,0.025,0.010724719651761264,0.05717834040664198,0.975,0.942821659593358,0.9892752803482386
v3_oracle_simulation_truth,student_t_df_3,student_t,80,acceptable,200,16,0.08,0.049840585889759974,0.12598948826714396,0.0,0.0,0.1936076805344365,1.0,0.8063923194655637,1.0000000000000002
v3_oracle_simulation_truth,student_t_df_3,student_t,80,caution,200,184,0.92,0.874010511732856,0.9501594141102401,0.02717391304347826,0.011661718017993986,0.06202520342945188,0.9728260869565217,0.9379747965705482,0.988338281982006
v3_oracle_simulation_truth,student_t_df_3,student_t,80,insufficient,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
v2,student_t_df_3,student_t,100,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v2,student_t_df_3,student_t,100,acceptable,200,15,0.075,0.04597491718438201,0.12004361023629456,0.06666666666666667,0.011866895493268553,0.2981652987378003,0.9333333333333333,0.7018347012621998,0.9881331045067315
v2,student_t_df_3,student_t,100,caution,200,123,0.615,0.5459986722024608,0.6796669027307678,0.04878048780487805,0.022545774253251702,0.1023460313754423,0.9512195121951219,0.8976539686245577,0.9774542257467482
v2,student_t_df_3,student_t,100,insufficient,200,62,0.31,0.2499894483607809,0.37717177566258037,0.03225806451612903,0.008891371499816635,0.11020469594985441,0.967741935483871,0.8897953040501456,0.9911086285001833
v3_default,student_t_df_3,student_t,100,all,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507
v3_default,student_t_df_3,student_t,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,
